   0.00000000       0.00000000       20.0000000    
   9.99999978E-03 -0.199999988      -20.0000000    
   1.99999996E-02 -0.797999978      -59.7999992    
   2.99999993E-02  -4.96405935      -416.605957    
   3.99999991E-02  -182.640991      -17767.6934    
   4.99999970E-02  -316049.406      -31586676.0    
   5.99999949E-02  -9.97718688E+11  -9.97718386E+13
   6.99999928E-02  -9.95441881E+24  -9.95441946E+26
   7.99999908E-02        -Infinity        -Infinity
   8.99999887E-02              NaN              NaN
   9.99999866E-02              NaN              NaN
  0.109999985                  NaN              NaN
  0.119999982                  NaN              NaN
  0.129999980                  NaN              NaN
  0.139999986                  NaN              NaN
  0.149999991                  NaN              NaN
  0.159999996                  NaN              NaN
  0.170000002                  NaN              NaN
  0.180000007                  NaN              NaN
  0.190000013                  NaN              NaN
  0.200000018                  NaN              NaN
  0.210000023                  NaN              NaN
  0.220000029                  NaN              NaN
  0.230000034                  NaN              NaN
  0.240000039                  NaN              NaN
  0.250000030                  NaN              NaN
  0.260000020                  NaN              NaN
  0.270000011                  NaN              NaN
  0.280000001                  NaN              NaN
  0.289999992                  NaN              NaN
  0.299999982                  NaN              NaN
  0.309999973                  NaN              NaN
  0.319999963                  NaN              NaN
  0.329999954                  NaN              NaN
  0.339999944                  NaN              NaN
  0.349999934                  NaN              NaN
  0.359999925                  NaN              NaN
  0.369999915                  NaN              NaN
  0.379999906                  NaN              NaN
  0.389999896                  NaN              NaN
  0.399999887                  NaN              NaN
  0.409999877                  NaN              NaN
  0.419999868                  NaN              NaN
  0.429999858                  NaN              NaN
  0.439999849                  NaN              NaN
  0.449999839                  NaN              NaN
  0.459999830                  NaN              NaN
  0.469999820                  NaN              NaN
  0.479999810                  NaN              NaN
  0.489999801                  NaN              NaN
  0.499999791                  NaN              NaN
  0.509999812                  NaN              NaN
  0.519999802                  NaN              NaN
  0.529999793                  NaN              NaN
  0.539999783                  NaN              NaN
  0.549999774                  NaN              NaN
  0.559999764                  NaN              NaN
  0.569999754                  NaN              NaN
  0.579999745                  NaN              NaN
  0.589999735                  NaN              NaN
  0.599999726                  NaN              NaN
  0.609999716                  NaN              NaN
  0.619999707                  NaN              NaN
  0.629999697                  NaN              NaN
  0.639999688                  NaN              NaN
  0.649999678                  NaN              NaN
  0.659999669                  NaN              NaN
  0.669999659                  NaN              NaN
  0.679999650                  NaN              NaN
  0.689999640                  NaN              NaN
  0.699999630                  NaN              NaN
  0.709999621                  NaN              NaN
  0.719999611                  NaN              NaN
  0.729999602                  NaN              NaN
  0.739999592                  NaN              NaN
  0.749999583                  NaN              NaN
  0.759999573                  NaN              NaN
  0.769999564                  NaN              NaN
  0.779999554                  NaN              NaN
  0.789999545                  NaN              NaN
