   0.00000000      0.500000000       0.00000000    
   9.99999978E-03  0.500000000      0.387393266    
   1.99999996E-02  0.503873944      0.730390549    
   2.99999993E-02  0.511177838       1.00305510    
   3.99999991E-02  0.521208405       1.18219662    
   4.99999970E-02  0.533030391       1.24821353    
   5.99999949E-02  0.545512497       1.18581629    
   6.99999928E-02  0.557370663      0.984607041    
   7.99999908E-02  0.567216754      0.639498115    
   8.99999887E-02  0.573611736      0.150954306    
   9.99999866E-02  0.575121284     -0.474948645    
  0.109999985      0.570371807      -1.22665179    
  0.119999982      0.558105290      -2.08742356    
  0.129999980      0.537231028      -3.03584337    
  0.139999986      0.506872594      -4.04644394    
  0.149999991      0.466408163      -5.09049129    
  0.159999996      0.415503263      -6.13687706    
  0.170000002      0.354134500      -7.15310049    
  0.180000007      0.282603502      -8.10629940    
  0.190000013      0.201540500      -8.96430779    
  0.200000018      0.111897424      -9.69669914    
  0.210000023       1.49304345E-02  -10.2757835    
  0.220000029      -8.78273994E-02  -10.6775303    
  0.230000034     -0.194602698      -10.8823843    
  0.240000039     -0.303426534      -10.8759470    
  0.250000030     -0.412185997      -10.6495066    
  0.260000020     -0.518681049      -10.2003899    
  0.270000011     -0.620684922      -9.53213787    
  0.280000001     -0.716006279      -8.65448380    
  0.289999992     -0.802551091      -7.58314800    
  0.299999982     -0.878382564      -6.33943892    
  0.309999973     -0.941776931      -4.94969177    
  0.319999963     -0.991273820      -3.44454145    
  0.329999954      -1.02571929      -1.85806715    
  0.339999944      -1.04429996     -0.226826906    
  0.349999934      -1.04656827       1.41118610    
  0.359999925      -1.03245640       3.01763391    
  0.369999915      -1.00228012       4.55493784    
  0.379999906     -0.956730723       5.98735952    
  0.389999896     -0.896857142       7.28203011    
  0.399999887     -0.824036837       8.40989208    
  0.409999877     -0.739937901       9.34652519    
  0.419999868     -0.646472633       10.0728350    
  0.429999858     -0.545744300       10.5755768    
  0.439999849     -0.439988524       10.8477058    
  0.449999839     -0.331511468       10.8885345    
  0.459999830     -0.222626120       10.7037029    
  0.469999820     -0.115589090       10.3049526    
  0.479999810      -1.25395656E-02   9.70972061    
  0.489999801       8.45576376E-02   8.94056320    
  0.499999791      0.173963279       8.02442074    
  0.509999812      0.254207492       6.99176216    
  0.519999802      0.324125111       5.87562180    
  0.529999793      0.382881343       4.71056461    
  0.539999783      0.429986984       3.53161430    
  0.549999774      0.465303123       2.37317133    
  0.559999764      0.489034832       1.26796412    
  0.569999754      0.501714468      0.246056318    
  0.579999745      0.504175007     -0.666051984    
  0.589999735      0.497514486      -1.44620466    
  0.599999726      0.483052433      -2.07722712    
  0.609999716      0.462280154      -2.54739761    
  0.619999707      0.436806172      -2.85074568    
  0.629999697      0.408298731      -2.98716307    
  0.639999688      0.378427088      -2.96232510    
  0.649999678      0.348803848      -2.78742504    
  0.659999669      0.320929587      -2.47873592    
  0.669999659      0.296142220      -2.05700731    
  0.679999650      0.275572151      -1.54672110    
  0.689999640      0.260104954     -0.975227058    
  0.699999630      0.250352681     -0.371791661    
  0.709999621      0.246634766      0.233414948    
  0.719999611      0.248968914      0.810357988    
  0.729999602      0.257072508       1.33017015    
  0.739999592      0.270374209       1.76614416    
  0.749999583      0.288035661       2.09465384    
  0.759999573      0.308982193       2.29597378    
  0.769999564      0.331941932       2.35496902    
  0.779999554      0.355491608       2.26163840    
  0.789999545      0.378107995       2.01148796    
  0.799999535      0.398222864       1.60572505    
  0.809999526      0.414280117       1.05126619    
  0.819999516      0.424792767      0.360556662    
  0.829999506      0.428398341     -0.448788166    
  0.839999497      0.423910469      -1.35451424    
  0.849999487      0.410365313      -2.33041263    
  0.859999478      0.387061179      -3.34713745    
  0.869999468      0.353589803      -4.37312746    
  0.879999459      0.309858531      -5.37560654    
  0.889999449      0.256102473      -6.32162905    
  0.899999440      0.192886174      -7.17913914    
  0.909999430      0.121094786      -7.91800690    
  0.919999421       4.19147164E-02  -8.51101112    
  0.929999411      -4.31953967E-02  -8.93473816    
  0.939999402     -0.132542774      -9.17036438    
  0.949999392     -0.224246413      -9.20430279    
  0.959999382     -0.316289425      -9.02868557    
  0.969999373     -0.406576276      -8.64167023    
  0.979999363     -0.492992967      -8.04757023    
  0.989999354     -0.573468685      -7.25677729    
  0.999999344     -0.646036446      -6.28551388    
   1.00999939     -0.708891571      -5.15538883    
   1.01999938     -0.760445476      -3.89279675    
   1.02999938     -0.799373448      -2.52815628    
   1.03999937     -0.824654996      -1.09503341    
   1.04999936     -0.835605323      0.370844126    
   1.05999935     -0.831896901       1.83263576    
   1.06999934     -0.813570559       3.25347519    
   1.07999933     -0.781035781       4.59756041    
   1.08999932     -0.735060155       5.83121109    
   1.09999931     -0.676748037       6.92386723    
   1.10999930     -0.607509375       7.84898472    
   1.11999929     -0.529019535       8.58481789    
   1.12999928     -0.443171352       9.11504650    
   1.13999927     -0.352020890       9.42924023    
   1.14999926     -0.257728487       9.52314758    
   1.15999925     -0.162497014       9.39878559    
   1.16999924      -6.85091615E-02   9.06434917    
   1.17999923       2.21343264E-02   8.53391933    
